Field1;X_COORD;Y_COORD;HABITAT;Pixel_Dens;Abundance;Lat;Long
5141;750173;9831820;1;0,07748427700;0,03080000000;35,24840;-1,52039
5142;750803;9831824;1;0,08528301900;0,03390000000;35,25410;-1,52035
5143;751434;9831828;1;0,13056603800;0,05190000000;35,25980;-1,52031
5144;752064;9831831;1;0,24226415100;0,09630000000;35,26540;-1,52028
5145;752694;9831835;1;0,24679245300;0,09810000000;35,27110;-1,52024
5146;753325;9831838;1;0,19144654100;0,07610000000;35,27680;-1,52020
5147;753955;9831842;1;0,21861635200;0,08690000000;35,28240;-1,52016
5148;754585;9831846;1;0,21459119500;0,08530000000;35,28810;-1,52012
5149;755215;9831849;1;0,15396226400;0,06120000000;35,29370;-1,52008
5150;755846;9831853;1;0,14138364800;0,05620000000;35,29940;-1,52004
5151;756476;9831856;1;0,09937106900;0,03950000000;35,30510;-1,52001
5152;757106;9831860;1;0,10792452800;0,04290000000;35,31070;-1,51997
5153;757736;9831864;1;0,13056603800;0,05190000000;35,31640;-1,51992
5154;758366;9831867;1;0,13484276700;0,05360000000;35,32200;-1,51989
5155;758997;9831871;1;0,13735849100;0,05460000000;35,32770;-1,51985
5156;759627;9831874;1;0,15371069200;0,06110000000;35,33340;-1,51982
5246;718634;9832272;1;0,16100628900;0,06400000000;34,96510;-1,51659
5247;719265;9832275;1;0,17308176100;0,06880000000;34,97080;-1,51655
5248;719896;9832279;1;0,14163522000;0,05630000000;34,97640;-1,51651
5249;720527;9832282;1;0,12553459100;0,04990000000;34,98210;-1,51648
5250;721158;9832286;1;0,13031446500;0,05180000000;34,98780;-1,51644
5251;721789;9832290;1;0,15522012600;0,06170000000;34,99350;-1,51640
5252;722420;9832293;1;0,22817610100;0,09070000000;34,99910;-1,51637
5253;723051;9832297;1;0,31044025200;0,12340000000;35,00480;-1,51632
5254;723682;9832300;1;0,40377358500;0,16050000000;35,01050;-1,51629
5255;724313;9832304;1;0,38792452800;0,15420000000;35,01610;-1,51625
5256;724944;9832308;1;0,28805031400;0,11450000000;35,02180;-1,51621
5257;725575;9832311;1;0,23094339600;0,09180000000;35,02750;-1,51618
5258;726206;9832315;1;0,17685534600;0,07030000000;35,03310;-1,51613
5259;726837;9832318;1;0,14691823900;0,05840000000;35,03880;-1,51610
5260;727468;9832322;1;0,12880503100;0,05120000000;35,04450;-1,51606
5261;728098;9832325;1;0,10918239000;0,04340000000;35,05010;-1,51603
5262;728729;9832329;1;0,08377358500;0,03330000000;35,05580;-1,51599
5263;729360;9832333;1;0,07949685500;0,03160000000;35,06150;-1,51594
5264;729991;9832336;1;0,07320754700;0,02910000000;35,06710;-1,51591
5265;730622;9832340;1;0,08251572300;0,03280000000;35,07280;-1,51587
5266;731252;9832343;1;0,06918239000;0,02750000000;35,07850;-1,51584
5267;731883;9832347;1;0,08955974800;0,03560000000;35,08410;-1,51580
5268;732514;9832351;1;0,12226415100;0,04860000000;35,08980;-1,51575
5269;733145;9832354;1;0,24276729600;0,09650000000;35,09550;-1,51572
5270;733775;9832358;1;0,32150943400;0,12780000000;35,10110;-1,51568
5271;734406;9832361;1;0,36000000000;0,14310000000;35,10680;-1,51565
5272;735037;9832365;1;0,39723270400;0,15790000000;35,11250;-1,51561
5273;735667;9832368;1;0,36176100600;0,14380000000;35,11810;-1,51557
5274;736298;9832372;1;0,28327044000;0,11260000000;35,12380;-1,51553
5275;736929;9832376;1;0,23345911900;0,09280000000;35,12950;-1,51549
5276;737559;9832379;1;0,19622641500;0,07800000000;35,13510;-1,51546
5277;738190;9832383;1;0,17257861600;0,06860000000;35,14080;-1,51541
5278;738821;9832386;1;0,15119496900;0,06010000000;35,14650;-1,51538
5279;739451;9832390;1;0,16125786200;0,06410000000;35,15210;-1,51534
5280;740082;9832393;1;0,13459119500;0,05350000000;35,15780;-1,51531
5281;740712;9832397;1;0,15622641500;0,06210000000;35,16350;-1,51527
5282;741343;9832401;1;0,19672956000;0,07820000000;35,16910;-1,51522
5283;741973;9832404;1;0,20150943400;0,08010000000;35,17480;-1,51519
5284;742604;9832408;1;0,22465408800;0,08930000000;35,18050;-1,51515
5285;743235;9832411;1;0,20452830200;0,08130000000;35,18610;-1,51512
5286;743865;9832415;1;0,17182389900;0,06830000000;35,19180;-1,51507
5287;744496;9832419;1;0,13735849100;0,05460000000;35,19740;-1,51503
5288;745126;9832422;1;0,08352201300;0,03320000000;35,20310;-1,51500
5289;745756;9832426;1;0,07270440300;0,02890000000;35,20880;-1,51496
5290;746387;9832429;1;0,05987421400;0,02380000000;35,21440;-1,51492
5291;747017;9832433;1;0,05786163500;0,02300000000;35,22010;-1,51488
5292;747648;9832436;1;0,06012578600;0,02390000000;35,22580;-1,51485
5293;748278;9832440;1;0,06163522000;0,02450000000;35,23140;-1,51481
5294;748909;9832444;1;0,06515723300;0,02590000000;35,23710;-1,51477
5295;749539;9832447;1;0,06238993700;0,02480000000;35,24270;-1,51473
5296;750169;9832451;1;0,06817610100;0,02710000000;35,24840;-1,51469
5297;750800;9832454;1;0,07194968600;0,02860000000;35,25410;-1,51466
5298;751430;9832458;1;0,09484276700;0,03770000000;35,25970;-1,51462
5299;752060;9832462;1;0,14616352200;0,05810000000;35,26540;-1,51457
5300;752691;9832465;1;0,14943396200;0,05940000000;35,27110;-1,51454
5301;753321;9832469;1;0,18591195000;0,07390000000;35,27670;-1,51450
5302;753951;9832472;1;0,21408805000;0,08510000000;35,28240;-1,51446
5303;754582;9832476;1;0,16528301900;0,06570000000;35,28800;-1,51442
5304;755212;9832479;1;0,16327044000;0,06490000000;35,29370;-1,51439
5305;755842;9832483;1;0,13710691800;0,05450000000;35,29940;-1,51435
5306;756472;9832487;1;0,12025157200;0,04780000000;35,30500;-1,51431
5307;757102;9832490;1;0,12981132100;0,05160000000;35,31070;-1,51427
5308;757733;9832494;1;0,13710691800;0,05450000000;35,31630;-1,51423
5309;758363;9832497;1;0,13433962300;0,05340000000;35,32200;-1,51420
5310;758993;9832501;1;0,16226415100;0,06450000000;35,32770;-1,51415
5402;717369;9832896;1;0,16427673000;0,06530000000;34,95370;-1,51095
5403;718000;9832899;1;0,16930817600;0,06730000000;34,95940;-1,51092
5404;718631;9832903;1;0,19371069200;0,07700000000;34,96510;-1,51088
5405;719262;9832906;1;0,21735849100;0,08640000000;34,97070;-1,51085
5406;719893;9832910;1;0,15622641500;0,06210000000;34,97640;-1,51081
5407;720524;9832913;1;0,13635220100;0,05420000000;34,98210;-1,51077
5408;721155;9832917;1;0,12628930800;0,05020000000;34,98780;-1,51073
5409;721786;9832921;1;0,19018867900;0,07560000000;34,99340;-1,51069
5410;722417;9832924;1;0,28251572300;0,11230000000;34,99910;-1,51066
5411;723048;9832928;1;0,61006289300;0,24250000000;35,00480;-1,51062
5412;723679;9832931;1;0,83773584900;0,33300000000;35,01040;-1,51059
5413;724310;9832935;1;0,76050314500;0,30230000000;35,01610;-1,51054
5414;724941;9832938;1;0,46012578600;0,18290000000;35,02180;-1,51051
5415;725571;9832942;1;0,29811320800;0,11850000000;35,02740;-1,51047
5416;726202;9832946;1;0,22842767300;0,09080000000;35,03310;-1,51043
5417;726833;9832949;1;0,16402515700;0,06520000000;35,03880;-1,51040
5418;727464;9832953;1;0,14163522000;0,05630000000;35,04440;-1,51035
5419;728095;9832956;1;0,11421383600;0,04540000000;35,05010;-1,51032
5420;728726;9832960;1;0,09433962300;0,03750000000;35,05580;-1,51028
5421;729357;9832963;1;0,08352201300;0,03320000000;35,06140;-1,51025
5422;729987;9832967;1;0,07647798700;0,03040000000;35,06710;-1,51021
5423;730618;9832971;1;0,07371069200;0,02930000000;35,07280;-1,51017
5424;731249;9832974;1;0,08805031400;0,03500000000;35,07840;-1,51013
5425;731880;9832978;1;0,08503144700;0,03380000000;35,08410;-1,51009
5426;732510;9832981;1;0,12025157200;0,04780000000;35,08980;-1,51006
5427;733141;9832985;1;0,18264150900;0,07260000000;35,09540;-1,51002
5428;733772;9832988;1;0,32805031400;0,13040000000;35,10110;-1,50998
5429;734403;9832992;1;0,44301886800;0,17610000000;35,10680;-1,50994
5430;735033;9832996;1;0,48603773600;0,19320000000;35,11240;-1,50990
5431;735664;9832999;1;0,44528301900;0,17700000000;35,11810;-1,50987
5432;736295;9833003;1;0,36981132100;0,14700000000;35,12380;-1,50983
5433;736925;9833006;1;0,28930817600;0,11500000000;35,12940;-1,50979
5434;737556;9833010;1;0,27270440300;0,10840000000;35,13510;-1,50975
5435;738186;9833013;1;0,21207547200;0,08430000000;35,14080;-1,50972
5436;738817;9833017;1;0,19119496900;0,07600000000;35,14640;-1,50968
5437;739448;9833021;1;0,17433962300;0,06930000000;35,15210;-1,50964
5438;740078;9833024;1;0,16150943400;0,06420000000;35,15780;-1,50960
5439;740709;9833028;1;0,16981132100;0,06750000000;35,16340;-1,50956
5440;741339;9833031;1;0,20452830200;0,08130000000;35,16910;-1,50953
5441;741970;9833035;1;0,24176100600;0,09610000000;35,17470;-1,50949
5442;742600;9833038;1;0,23647798700;0,09400000000;35,18040;-1,50945
5443;743231;9833042;1;0,24427673000;0,09710000000;35,18610;-1,50941
5444;743861;9833045;1;0,20830188700;0,08280000000;35,19170;-1,50938
5445;744492;9833049;1;0,11874213800;0,04720000000;35,19740;-1,50934
5446;745122;9833053;1;0,06716981100;0,02670000000;35,20310;-1,50929
5447;745753;9833056;1;0,06037735800;0,02400000000;35,20870;-1,50926
5448;746383;9833060;1;0,04603773600;0,01830000000;35,21440;-1,50922
5449;747014;9833063;1;0,05383647800;0,02140000000;35,22010;-1,50919
5450;747644;9833067;1;0,05459119500;0,02170000000;35,22570;-1,50915
5451;748275;9833070;1;0,06389937100;0,02540000000;35,23140;-1,50911
5452;748905;9833074;1;0,07773584900;0,03090000000;35,23700;-1,50907
5453;749535;9833078;1;0,07622641500;0,03030000000;35,24270;-1,50903
5454;750166;9833081;1;0,06264150900;0,02490000000;35,24840;-1,50900
5455;750796;9833085;1;0,08301886800;0,03300000000;35,25400;-1,50895
5456;751426;9833088;1;0,08704402500;0,03460000000;35,25970;-1,50892
5457;752057;9833092;1;0,12628930800;0,05020000000;35,26540;-1,50888
5458;752687;9833095;1;0,15874213800;0,06310000000;35,27100;-1,50884
5459;753317;9833099;1;0,17308176100;0,06880000000;35,27670;-1,50880
5460;753948;9833103;1;0,17509434000;0,06960000000;35,28230;-1,50876
5461;754578;9833106;1;0,16905660400;0,06720000000;35,28800;-1,50873
5462;755208;9833110;1;0,16100628900;0,06400000000;35,29370;-1,50869
5463;755838;9833113;1;0,13861635200;0,05510000000;35,29930;-1,50865
5464;756469;9833117;1;0,13031446500;0,05180000000;35,30500;-1,50861
5465;757099;9833120;1;0,13710691800;0,05450000000;35,31060;-1,50858
5466;757729;9833124;1;0,15723270400;0,06250000000;35,31630;-1,50853
5467;758359;9833127;1;0,14616352200;0,05810000000;35,32200;-1,50850
5560;716103;9833520;1;0,13886792500;0,05520000000;34,94240;-1,50532
5561;716734;9833523;1;0,13459119500;0,05350000000;34,94800;-1,50529
5562;717365;9833527;1;0,15572327000;0,06190000000;34,95370;-1,50525
5563;717996;9833530;1;0,15924528300;0,06330000000;34,95940;-1,50522
5564;718627;9833534;1;0,19647798700;0,07810000000;34,96500;-1,50518
5565;719258;9833537;1;0,26037735800;0,10350000000;34,97070;-1,50514
5566;719889;9833541;1;0,16779874200;0,06670000000;34,97640;-1,50510
5567;720520;9833544;1;0,14364779900;0,05710000000;34,98200;-1,50507
5568;721151;9833548;1;0,13106918200;0,05210000000;34,98770;-1,50503
5569;721782;9833552;1;0,18465408800;0,07340000000;34,99340;-1,50499
5570;722413;9833555;1;0,31823899400;0,12650000000;34,99900;-1,50495
5571;723044;9833559;1;0,73786163500;0,29330000000;35,00470;-1,50491
5572;723675;9833562;1;1,01937106900;0,40520000000;35,01040;-1,50488
5573;724306;9833566;1;0,95446540900;0,37940000000;35,01610;-1,50484
5574;724937;9833569;1;0,60704402500;0,24130000000;35,02170;-1,50481
5575;725568;9833573;1;0,44528301900;0,17700000000;35,02740;-1,50477
5576;726199;9833576;1;0,30591195000;0,12160000000;35,03310;-1,50473
5577;726830;9833580;1;0,23672956000;0,09410000000;35,03870;-1,50469
5578;727460;9833584;1;0,16025157200;0,06370000000;35,04440;-1,50465
5579;728091;9833587;1;0,11044025200;0,04390000000;35,05010;-1,50462
5580;728722;9833591;1;0,10641509400;0,04230000000;35,05570;-1,50458
5581;729353;9833594;1;0,08276729600;0,03290000000;35,06140;-1,50454
5582;729984;9833598;1;0,08679245300;0,03450000000;35,06710;-1,50450
5583;730615;9833601;1;0,08301886800;0,03300000000;35,07270;-1,50447
5584;731245;9833605;1;0,07622641500;0,03030000000;35,07840;-1,50443
5585;731876;9833608;1;0,09710691800;0,03860000000;35,08410;-1,50440
5586;732507;9833612;1;0,11748427700;0,04670000000;35,08970;-1,50435
5587;733138;9833616;1;0,17333333300;0,06890000000;35,09540;-1,50431
5588;733768;9833619;1;0,29257861600;0,11630000000;35,10110;-1,50428
5589;734399;9833623;1;0,47496855300;0,18880000000;35,10670;-1,50424
5590;735030;9833626;1;0,53660377400;0,21330000000;35,11240;-1,50420
5591;735660;9833630;1;0,49056603800;0,19500000000;35,11810;-1,50416
5592;736291;9833633;1;0,44779874200;0,17800000000;35,12370;-1,50413
5593;736922;9833637;1;0,37182389900;0,14780000000;35,12940;-1,50409
5594;737552;9833640;1;0,34641509400;0,13770000000;35,13510;-1,50406
5595;738183;9833644;1;0,31522012600;0,12530000000;35,14070;-1,50401
5596;738814;9833648;1;0,22138364800;0,08800000000;35,14640;-1,50397
5597;739444;9833651;1;0,17459119500;0,06940000000;35,15210;-1,50394
5598;740075;9833655;1;0,16427673000;0,06530000000;35,15770;-1,50390
5599;740705;9833658;1;0,19169811300;0,07620000000;35,16340;-1,50387
5600;741336;9833662;1;0,26867924500;0,10680000000;35,16900;-1,50382
5601;741966;9833665;1;0,28050314500;0,11150000000;35,17470;-1,50379
5602;742597;9833669;1;0,31270440300;0,12430000000;35,18040;-1,50375
5603;743227;9833672;1;0,34490566000;0,13710000000;35,18600;-1,50372
5604;743858;9833676;1;0,21207547200;0,08430000000;35,19170;-1,50367
5605;744488;9833680;1;0,12603773600;0,05010000000;35,19740;-1,50363
5606;745119;9833683;1;0,07371069200;0,02930000000;35,20300;-1,50360
5607;745749;9833687;1;0,05308176100;0,02110000000;35,20870;-1,50356
5608;746380;9833690;1;0,04452830200;0,01770000000;35,21440;-1,50352
5609;747010;9833694;1;0,04025157200;0,01600000000;35,22000;-1,50348
5610;747641;9833697;1;0,05484276700;0,02180000000;35,22570;-1,50345
5611;748271;9833701;1;0,07446540900;0,02960000000;35,23130;-1,50341
5612;748901;9833704;1;0,06138364800;0,02440000000;35,23700;-1,50337
5613;749532;9833708;1;0,07974842800;0,03170000000;35,24270;-1,50333
5614;750162;9833711;1;0,09132075500;0,03630000000;35,24830;-1,50330
5615;750793;9833715;1;0,10817610100;0,04300000000;35,25400;-1,50326
5616;751423;9833719;1;0,11698113200;0,04650000000;35,25970;-1,50322
5617;752053;9833722;1;0,12528301900;0,04980000000;35,26530;-1,50318
5618;752684;9833726;1;0,15069182400;0,05990000000;35,27100;-1,50314
5619;753314;9833729;1;0,17610062900;0,07000000000;35,27660;-1,50311
5620;753944;9833733;1;0,15924528300;0,06330000000;35,28230;-1,50307
5621;754574;9833736;1;0,15245283000;0,06060000000;35,28800;-1,50303
5622;755205;9833740;1;0,14088050300;0,05600000000;35,29360;-1,50299
5623;755835;9833743;1;0,14968553500;0,05950000000;35,29930;-1,50296
5624;756465;9833747;1;0,13534591200;0,05380000000;35,30490;-1,50292
5625;757095;9833751;1;0,14163522000;0,05630000000;35,31060;-1,50287
5626;757726;9833754;1;0,15471698100;0,06150000000;35,31630;-1,50284
5720;714837;9834144;1;0,12654088100;0,05030000000;34,93100;-1,49969
5721;715468;9834147;1;0,12050314500;0,04790000000;34,93660;-1,49966
5722;716100;9834151;1;0,12603773600;0,05010000000;34,94230;-1,49962
5723;716731;9834154;1;0,12201257900;0,04850000000;34,94800;-1,49958
5724;717362;9834158;1;0,12452830200;0,04950000000;34,95370;-1,49954
5725;717993;9834161;1;0,14314465400;0,05690000000;34,95930;-1,49951
5726;718624;9834165;1;0,16251572300;0,06460000000;34,96500;-1,49947
5727;719255;9834168;1;0,17534591200;0,06970000000;34,97070;-1,49944
5728;719886;9834172;1;0,16603773600;0,06600000000;34,97630;-1,49940
5729;720517;9834175;1;0,14289308200;0,05680000000;34,98200;-1,49936
5730;721148;9834179;1;0,11773584900;0,04680000000;34,98770;-1,49932
5731;721779;9834183;1;0,16805031400;0,06680000000;34,99330;-1,49928
5732;722410;9834186;1;0,28754717000;0,11430000000;34,99900;-1,49925
5733;723041;9834190;1;0,52779874200;0,20980000000;35,00470;-1,49921
5734;723672;9834193;1;0,71647798700;0,28480000000;35,01040;-1,49918
5735;724303;9834197;1;0,73710691800;0,29300000000;35,01600;-1,49913
5736;724933;9834200;1;0,69232704400;0,27520000000;35,02170;-1,49910
5737;725564;9834204;1;0,61433962300;0,24420000000;35,02740;-1,49906
5738;726195;9834207;1;0,44528301900;0,17700000000;35,03300;-1,49903
5739;726826;9834211;1;0,27295597500;0,10850000000;35,03870;-1,49899
5740;727457;9834214;1;0,17056603800;0,06780000000;35,04440;-1,49895
5741;728088;9834218;1;0,11421383600;0,04540000000;35,05000;-1,49891
5742;728719;9834222;1;0,10415094300;0,04140000000;35,05570;-1,49887
5743;729349;9834225;1;0,07672956000;0,03050000000;35,06140;-1,49884
5744;729980;9834229;1;0,08176100600;0,03250000000;35,06700;-1,49880
5745;730611;9834232;1;0,08100628900;0,03220000000;35,07270;-1,49876
5746;731242;9834236;1;0,07069182400;0,02810000000;35,07840;-1,49872
5747;731873;9834239;1;0,07773584900;0,03090000000;35,08400;-1,49869
5748;732503;9834243;1;0,10415094300;0,04140000000;35,08970;-1,49865
5749;733134;9834246;1;0,15974842800;0,06350000000;35,09540;-1,49862
5750;733765;9834250;1;0,25735849100;0,10230000000;35,10100;-1,49857
5751;734395;9834253;1;0,42289308200;0,16810000000;35,10670;-1,49854
5752;735026;9834257;1;0,61584905700;0,24480000000;35,11240;-1,49850
5753;735657;9834260;1;0,55094339600;0,21900000000;35,11800;-1,49847
5754;736287;9834264;1;0,39899371100;0,15860000000;35,12370;-1,49843
5755;736918;9834268;1;0,32754717000;0,13020000000;35,12940;-1,49838
5756;737549;9834271;1;0,34440251600;0,13690000000;35,13500;-1,49835
5757;738179;9834275;1;0,37459119500;0,14890000000;35,14070;-1,49831
5758;738810;9834278;1;0,22893081800;0,09100000000;35,14640;-1,49828
5759;739441;9834282;1;0,14792452800;0,05880000000;35,15200;-1,49824
5760;740071;9834285;1;0,17081761000;0,06790000000;35,15770;-1,49820
5761;740702;9834289;1;0,36503144700;0,14510000000;35,16330;-1,49816
5762;741332;9834292;1;0,68352201300;0,27170000000;35,16900;-1,49813
5763;741963;9834296;1;0,47345911900;0,18820000000;35,17470;-1,49809
5764;742593;9834299;1;0,38088050300;0,15140000000;35,18030;-1,49805
5765;743224;9834303;1;0,41433962300;0,16470000000;35,18600;-1,49801
5766;743854;9834306;1;0,21911949700;0,08710000000;35,19170;-1,49798
5767;744485;9834310;1;0,09635220100;0,03830000000;35,19730;-1,49794
5768;745115;9834314;1;0,05106918200;0,02030000000;35,20300;-1,49789
5769;745746;9834317;1;0,03647798700;0,01450000000;35,20870;-1,49786
5770;746376;9834321;1;0,03698113200;0,01470000000;35,21430;-1,49782
5771;747007;9834324;1;0,03974842800;0,01580000000;35,22000;-1,49779
5772;747637;9834328;1;0,06138364800;0,02440000000;35,22560;-1,49775
5773;748267;9834331;1;0,07647798700;0,03040000000;35,23130;-1,49771
5774;748898;9834335;1;0,09157232700;0,03640000000;35,23700;-1,49767
5775;749528;9834338;1;0,09132075500;0,03630000000;35,24260;-1,49764
5776;750159;9834342;1;0,11597484300;0,04610000000;35,24830;-1,49760
5777;750789;9834345;1;0,13635220100;0,05420000000;35,25400;-1,49756
5778;751419;9834349;1;0,13182389900;0,05240000000;35,25960;-1,49752
5779;752050;9834352;1;0,15044025200;0,05980000000;35,26530;-1,49749
5780;752680;9834356;1;0,15421383600;0,06130000000;35,27090;-1,49745
5781;753310;9834360;1;0,14742138400;0,05860000000;35,27660;-1,49740
5782;753941;9834363;1;0,16905660400;0,06720000000;35,28230;-1,49737
5783;754571;9834367;1;0,15069182400;0,05990000000;35,28790;-1,49733
5784;755201;9834370;1;0,14867924500;0,05910000000;35,29360;-1,49730
5785;755831;9834374;1;0,14465408800;0,05750000000;35,29920;-1,49725
5786;756462;9834377;1;0,15069182400;0,05990000000;35,30490;-1,49722
5787;757092;9834381;1;0,14742138400;0,05860000000;35,31060;-1,49718
5884;714203;9834771;1;0,11446540900;0,04550000000;34,92530;-1,49403
5885;714834;9834775;1;0,10918239000;0,04340000000;34,93090;-1,49398
5886;715465;9834778;1;0,10163522000;0,04040000000;34,93660;-1,49395
5887;716096;9834782;1;0,11144654100;0,04430000000;34,94230;-1,49391
5888;716727;9834785;1;0,12578616400;0,05000000000;34,94800;-1,49388
5889;717358;9834789;1;0,13660377400;0,05430000000;34,95360;-1,49384
5890;717989;9834792;1;0,13786163500;0,05480000000;34,95930;-1,49381
5891;718620;9834796;1;0,14012578600;0,05570000000;34,96500;-1,49376
5892;719251;9834799;1;0,13710691800;0,05450000000;34,97060;-1,49373
5893;719882;9834803;1;0,14993710700;0,05960000000;34,97630;-1,49369
5894;720513;9834806;1;0,12830188700;0,05100000000;34,98200;-1,49366
5895;721144;9834810;1;0,11874213800;0,04720000000;34,98760;-1,49362
5896;721775;9834814;1;0,13861635200;0,05510000000;34,99330;-1,49358
5897;722406;9834817;1;0,20603773600;0,08190000000;34,99900;-1,49354
5898;723037;9834821;1;0,30012578600;0,11930000000;35,00460;-1,49350
5899;723668;9834824;1;0,49534591200;0,19690000000;35,01030;-1,49347
5900;724299;9834828;1;0,54918239000;0,21830000000;35,01600;-1,49343
5901;724930;9834831;1;0,74742138400;0,29710000000;35,02160;-1,49340
5902;725561;9834835;1;0,62440251600;0,24820000000;35,02730;-1,49335
5903;726192;9834838;1;0,38339622600;0,15240000000;35,03300;-1,49332
5904;726823;9834842;1;0,26566037700;0,10560000000;35,03870;-1,49328
5905;727453;9834845;1;0,19572327000;0,07780000000;35,04430;-1,49325
5906;728084;9834849;1;0,13207547200;0,05250000000;35,05000;-1,49321
5907;728715;9834852;1;0,09610062900;0,03820000000;35,05570;-1,49317
5908;729346;9834856;1;0,08176100600;0,03250000000;35,06130;-1,49313
5909;729977;9834859;1;0,07723270400;0,03070000000;35,06700;-1,49310
5910;730607;9834863;1;0,07295597500;0,02900000000;35,07270;-1,49306
5911;731238;9834866;1;0,07547169800;0,03000000000;35,07830;-1,49303
5912;731869;9834870;1;0,08150943400;0,03240000000;35,08400;-1,49299
5913;732500;9834873;1;0,09987421400;0,03970000000;35,08970;-1,49295
5914;733130;9834877;1;0,16503144700;0,06560000000;35,09530;-1,49291
5915;733761;9834881;1;0,25031446500;0,09950000000;35,10100;-1,49287
5916;734392;9834884;1;0,34188679200;0,13590000000;35,10670;-1,49284
5917;735023;9834888;1;0,48603773600;0,19320000000;35,11230;-1,49280
5918;735653;9834891;1;0,41811320800;0,16620000000;35,11800;-1,49276
5919;736284;9834895;1;0,32754717000;0,13020000000;35,12370;-1,49272
5920;736915;9834898;1;0,28930817600;0,11500000000;35,12930;-1,49269
5921;737545;9834902;1;0,26993710700;0,10730000000;35,13500;-1,49265
5922;738176;9834905;1;0,21836478000;0,08680000000;35,14060;-1,49261
5923;738806;9834909;1;0,17232704400;0,06850000000;35,14630;-1,49257
5924;739437;9834912;1;0,14666666700;0,05830000000;35,15200;-1,49254
5925;740068;9834916;1;0,21509434000;0,08550000000;35,15760;-1,49250
5926;740698;9834919;1;0,91748427700;0,36470000000;35,16330;-1,49247
5927;741329;9834923;1;2,73408805000;1,08680000000;35,16900;-1,49242
5928;741959;9834926;1;1,55044025200;0,61630000000;35,17460;-1,49239
5929;742590;9834930;1;0,49484276700;0,19670000000;35,18030;-1,49235
5930;743220;9834933;1;0,25081761000;0,09970000000;35,18600;-1,49232
5931;743851;9834937;1;0,15119496900;0,06010000000;35,19160;-1,49227
5932;744481;9834940;1;0,08553459100;0,03400000000;35,19730;-1,49224
5933;745112;9834944;1;0,05232704400;0,02080000000;35,20300;-1,49220
5934;745742;9834948;1;0,03672956000;0,01460000000;35,20860;-1,49216
5935;746373;9834951;1;0,03446540900;0,01370000000;35,21430;-1,49212
5936;747003;9834955;1;0,05182389900;0,02060000000;35,21990;-1,49208
5937;747634;9834958;1;0,05257861600;0,02090000000;35,22560;-1,49205
5938;748264;9834962;1;0,08427673000;0,03350000000;35,23130;-1,49201
5939;748894;9834965;1;0,10490566000;0,04170000000;35,23690;-1,49198
5940;749525;9834969;1;0,11849056600;0,04710000000;35,24260;-1,49193
5941;750155;9834972;1;0,14264150900;0,05670000000;35,24830;-1,49190
5942;750785;9834976;1;0,13836478000;0,05500000000;35,25390;-1,49186
5943;751416;9834979;1;0,14037735800;0,05580000000;35,25960;-1,49183
5944;752046;9834983;1;0,13660377400;0,05430000000;35,26520;-1,49178
5945;752676;9834986;1;0,13735849100;0,05460000000;35,27090;-1,49175
5946;753307;9834990;1;0,12830188700;0,05100000000;35,27660;-1,49171
5947;753937;9834993;1;0,13459119500;0,05350000000;35,28220;-1,49168
5948;754567;9834997;1;0,12226415100;0,04860000000;35,28790;-1,49163
5949;755198;9835000;1;0,14415094300;0,05730000000;35,29360;-1,49160
5950;755828;9835004;1;0,13132075500;0,05220000000;35,29920;-1,49156
5951;756458;9835007;1;0,15270440300;0,06070000000;35,30490;-1,49152
6049;712937;9835395;1;0,12427673000;0,04940000000;34,91390;-1,48839
6050;713568;9835399;1;0,11949685500;0,04750000000;34,91960;-1,48835
6051;714199;9835402;1;0,10490566000;0,04170000000;34,92520;-1,48832
6052;714830;9835406;1;0,10238993700;0,04070000000;34,93090;-1,48828
6053;715461;9835409;1;0,11169811300;0,04440000000;34,93660;-1,48825
6054;716092;9835413;1;0,12477987400;0,04960000000;34,94220;-1,48821
6055;716724;9835416;1;0,11723270400;0,04660000000;34,94790;-1,48817
6056;717355;9835420;1;0,12226415100;0,04860000000;34,95360;-1,48813
6057;717986;9835423;1;0,11270440300;0,04480000000;34,95930;-1,48810
6058;718617;9835427;1;0,11471698100;0,04560000000;34,96490;-1,48806
6059;719248;9835430;1;0,12955974800;0,05150000000;34,97060;-1,48803
6060;719879;9835434;1;0,12578616400;0,05000000000;34,97630;-1,48799
6061;720510;9835437;1;0,12327044000;0,04900000000;34,98190;-1,48795
6062;721141;9835441;1;0,11672956000;0,04640000000;34,98760;-1,48791
6063;721772;9835444;1;0,12327044000;0,04900000000;34,99330;-1,48788
6064;722403;9835448;1;0,14943396200;0,05940000000;34,99890;-1,48784
6065;723034;9835452;1;0,21408805000;0,08510000000;35,00460;-1,48780
6066;723665;9835455;1;0,31245283000;0,12420000000;35,01030;-1,48776
6067;724295;9835459;1;0,38465408800;0,15290000000;35,01590;-1,48772
6068;724926;9835462;1;0,48000000000;0,19080000000;35,02160;-1,48769
6069;725557;9835466;1;0,44754717000;0,17790000000;35,02730;-1,48765
6070;726188;9835469;1;0,29735849100;0,11820000000;35,03290;-1,48762
6071;726819;9835473;1;0,22440251600;0,08920000000;35,03860;-1,48758
6072;727450;9835476;1;0,17509434000;0,06960000000;35,04430;-1,48754
6073;728081;9835480;1;0,12754717000;0,05070000000;35,05000;-1,48750
6074;728712;9835483;1;0,10314465400;0,04100000000;35,05560;-1,48747
6075;729342;9835487;1;0,08628930800;0,03430000000;35,06130;-1,48743
